country,baseline,recent
IN,129.42857142857142,26.142857142857142
IQ,13.0,2.714285714285714
IR,0.08333333333333333,0.5714285714285714
IS,3.928571428571428,0.3571428571428571
IT,207.21428571428572,37.71428571428572
JE,0.5833333333333333,0.5
JM,1.7857142857142858,0.9285714285714287
JO,1.9285714285714286,0.35714285714285715
JP,10340.928571428572,1819.2142857142858
KE,26.857142857142858,5.928571428571429
KG,14.785714285714286,1.2857142857142858
KH,197.35714285714286,30.78571428571429
KM,0.0,0.07142857142857144
KR,868.5714285714286,172.85714285714286
KW,4.714285714285714,0.21428571428571427
KZ,49.5,10.214285714285715
LA,69.71428571428572,11.142857142857142
LB,1.0714285714285714,0.0
LC,1.0,0.0
LK,23.5,5.785714285714286
LR,0.9285714285714285,0.5454545454545454
LS,1.7857142857142854,0.21428571428571427
LT,8.285714285714285,0.8571428571428571
LU,15.785714285714285,1.8571428571428572
LV,2.2857142857142856,0.3571428571428571
LY,2.7857142857142856,0.3571428571428571
MA,17.214285714285715,3.2142857142857144
MC,0.5,0.07142857142857144
MD,14.214285714285715,0.07142857142857144
ME,1.5714285714285714,0.07142857142857144
MF,1.0,0.0
MG,9.5,1.7142857142857142
MH,1.1428571428571428,0.0
MK,0.7857142857142857,0.5000000000000001
ML,6.285714285714286,0.8571428571428571
MM,48.28571428571429,14.571428571428571
MN,15.714285714285714,2.0714285714285716
MO,323.0,60.714285714285715
MP,0.0,0.07142857142857144
MQ,0.0,0.1111111111111111
MR,1.857142857142857,1.0
MT,2.357142857142857,1.2142857142857144
MU,3.1428571428571423,0.5714285714285714
MV,2.142857142857143,1.5
MW,2.0,0.5454545454545454
MX,112.92857142857142,18.428571428571427
MY,862.4285714285714,156.00000000000003
MZ,7.357142857142857,1.4999999999999998
NA,3.7857142857142856,0.2857142857142857
NC,0.14285714285714285,0.14285714285714285
NE,2.0,0.07142857142857144
NG,49.64285714285714,9.285714285714285
NI,2.5,0.21428571428571427
NL,239.71428571428572,59.142857142857146
NO,37.0,5.785714285714285
NP,16.57142857142857,3.6428571428571437
NR,0.0,0.0
NZ,164.71428571428575,40.28571428571428
OM,10.285714285714286,1.8571428571428572
PA,14.928571428571429,2.6428571428571432
PE,30.928571428571423,1.4999999999999998
PG,8.357142857142856,1.4285714285714286
PH,321.5,61.99999999999999
PK,27.285714285714285,4.5
PL,59.5,9.428571428571429
PM,0.6666666666666667,0.0
PR,0.5714285714285715,0.0
PS,0.0,0.33333333333333337
PT,18.285714285714285,5.642857142857143
PW,1.0909090909090908,0.5
PY,1.857142857142857,0.6153846153846153
QA,9.0,1.6428571428571426
RE,0.0,0.0
RO,21.07142857142857,2.0
RS,26.500000000000004,6.5
RU,207.2142857142857,32.49999999999999
RW,5.0,2.5714285714285716
SA,75.28571428571428,13.714285714285715
SB,1.0714285714285716,0.21428571428571427
SC,530.5714285714286,236.0
SD,0.0,1.0
SE,64.14285714285715,13.214285714285714
SG,8718.142857142857,1694.3571428571427
SI,3.0714285714285716,1.4999999999999998
SK,10.642857142857142,1.857142857142857
SL,5.642857142857143,0.5
SM,0.07142857142857142,0.0
SN,9.571428571428571,2.5
SO,0.07142857142857144,0.0
SR,3.714285714285714,0.6428571428571428
SS,1.3571428571428572,0.7142857142857143
ST,0.12500000000000003,0.0
SV,2.571428571428571,0.5
SY,0.2857142857142857,0.14285714285714288
SZ,1.6428571428571428,0.0
TD,4.999999999999999,0.8571428571428571
TG,1.8571428571428572,0.5714285714285714
TH,485.6428571428571,106.14285714285712
TJ,4.428571428571428,0.6428571428571428
TL,0.9285714285714285,0.42857142857142855
TM,0.5,0.0
TN,0.9285714285714286,0.23076923076923078
TO,2.5714285714285716,0.07142857142857144
TR,67.85714285714285,12.642857142857142
TT,2.642857142857143,0.07142857142857142
TW,4363.142857142857,642.6428571428572
TZ,35.857142857142854,5.5
UA,24.642857142857142,4.071428571428571
UG,27.214285714285715,3.8571428571428568
US,16036.071428571431,3244.8571428571427
UY,0.6428571428571428,0.14285714285714288
UZ,27.785714285714285,2.571428571428571
VA,1.0,0.0
VE,22.07142857142857,5.214285714285715
VG,0.8333333333333333,0.0
VI,0.7142857142857143,0.0
VN,656.0,224.07142857142856
VU,0.9285714285714285,0.0
WS,0.2857142857142857,0.07142857142857144
YE,0.0,0.07142857142857142
ZA,113.92857142857143,20.5
ZM,27.642857142857142,3.5
ZW,14.785714285714286,1.9999999999999996
